Coverage,GMM (Mean Risk),GMM (Std Dev),GMM_pixel (Mean Risk),GMM_pixel (Std Dev),GMM_spatial (Mean Risk),GMM_spatial (Std Dev),Patch 10 (Mean Risk),Patch 10 (Std Dev),Threshold 0.3 (Mean Risk),Threshold 0.3 (Std Dev),Threshold 0.7 (Mean Risk),Threshold 0.7 (Std Dev),Threshold 0.5 (Mean Risk),Threshold 0.5 (Std Dev),Patch 20 (Mean Risk),Patch 20 (Std Dev),Quantile fg. ratio (Mean Risk),Quantile fg. ratio (Std Dev),Patch 50 (Mean Risk),Patch 50 (Std Dev),Equally-w. class avg. (Mean Risk),Equally-w. class avg. (Std Dev),Quantile 0.6 (Mean Risk),Quantile 0.6 (Std Dev),Mean (Mean Risk),Mean (Std Dev),Imbalance-w. class avg. (Mean Risk),Imbalance-w. class avg. (Std Dev),Quantile 0.75 (Mean Risk),Quantile 0.75 (Std Dev),Quantile 0.9 (Mean Risk),Quantile 0.9 (Std Dev)
0.25830258302583026,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.26014760147601473,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.26199261992619927,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.26383763837638374,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.2656826568265683,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.26752767527675275,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.2693726937269373,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.27121771217712176,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.2730627306273063,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.27490774907749077,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.2767527675276753,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.2785977859778598,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.28044280442804426,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.2822878228782288,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.28413284132841327,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.2859778597785978,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.2878228782287823,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.2896678966789668,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.2915129151291513,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.2933579335793358,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.2952029520295203,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.29704797047970477,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.2988929889298893,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.3007380073800738,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.3025830258302583,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
0.3044280442804428,0.9999999999998753,2.587845849778349e-13,0.9991999999997481,0.017870646322954598,0.999199999999735,0.017870646322956457,0.9999999999999443,2.5113616120562777e-13,0.9999999999999957,5.086969983397528e-14,0.8061346648328682,0.02523503654429313,0.9999999999997854,2.3510640280826176e-13,0.9999999999998137,2.363134100877764e-13,0.9999999999998174,2.279251078857736e-13,0.999920033307301,0.0016352678376976145,1.0000000000001876,2.3633945353270615e-13,0.9999999999999477,2.3405267263357483e-13,0.9999999999998681,2.4912757761376975e-13,0.9396947050017342,0.13812016527938875,0.9536674446323977,0.009656391576040367,0.9428674920426576,0.1671250160467509
